teks,label_emosi,label_angka
dengar rumor itu kagak sedih kok sedih dikitt banget cuma segini kok,sad,5
pertama kali dengar lagunya live depan mata lirik dipasang di layar enggak bisa menahan muka jijik jujur sepanjang lagu muka auto dan masih mempertanyakan kenapa ada cewe² yang bersedia main kecrekan ikut nampilin lagu ini,disgust,1
perasaan aku baru makan sejam yang lalu ini sudah mual lagi,disgust,1
aku mah senang senang saja kak,happy,3
saran makan malam apa pls,neutral,4
kaget banget njrr,surprise,6
oiya astaga wkwkkwkwkwm ogwadddd untung di koreksi,surprise,6
semalem sudah feeling pekerjaan hari ini pasti enggak becus banyak buat salah karena semalem kebanyakan nangis eh benar siallll,sad,5
gila banget anjing lu abel,angry,0
kita ngartis banget enggak senang gua,happy,3
haha faham hehe saya pun pening siaaa semua section ada disadvantages dia i pun tak dapat woodz concert ticket sedih gila saya nak seating bukan standing,sad,5
ngeri banget ya ini,fear,2
wkaakak ketawa banget,happy,3
netanyahu is one of the most hated men ini the world and this is as itu should be because he si committed the most disgusting crimes a man can commit but at base he si a psychopath who is a victim of his own trauma like trump he si profoundly mentally ill amp he needs help,sad,5
gue sudah di titik mual begitu loh kalo duduk di meja belajar,disgust,1
astaga harus menikah dong,surprise,6
bpk gua nih kelewat baik sama orang jir padahal sudah dijahatin banget dan dikhianatin sudah gua suruh ngamuk tapi sabar saja katanya drpda dosa tapi disini gue lah yang enggak tahan mau ngamuk ke orgnya enggak tau diri banget jir mak gue saja sampai nangis gr kecewa berat gue juga nangis pas tau memang babi itu orang,sad,5
anak kelas sd yang harus pp kamu naik bis sendiri dari jam pagi ke sore bareng karyawan pabrik that makes me i have goals i have tapi di itu by my own way no one teach me sedih memang harus meninggalkan pertemanan hurahura but im aware my condition,sad,5
ads bookmark sekarang cek turnitin dan cek ai murah harga termurahnya dari ke cek saja di profil enggak perlu khawatir skripsi tugas akhir tugas artikel atau jurnal dan lainnya buat cek plagiasi no repository dimana pricelist ada di gambar ini whatsapp,happy,3
semoga semua yang bikin sedih selesai lalu masa depan yang cerah sampai menyilaukan mata segeraa datang lalu kita akan sampai ke bagian umroh bersama dan bercerita di depan kabah amin,sad,5
bolehh biar enggak lepas ya nanti kita melakukan apalagi biar percaya senang terus,happy,3
yung coach yung talaccan nio mau sariling agenda yannn hahhah,neutral,4
aku senang banget kayak terima kasih siapapun pengarah gayanya kalau mereka yang inisiatif sendiri terima kasih art director atau siapapun yang memasuki cut nya,happy,3
mendapatkan sama biar enggak kerja lagi,neutral,4
aku disuruh memilih mana yang paling bagus dari beberapa judul yang dia buat dimintain pendapat begitu saja aku sudah senang banget semoga jadi ya novelnya dan aku bisa baca karya dia a truly precious moment,happy,3
baru juga gue mengetik sambat begini mau nangis punya cowok baik banget walopun kadang menyebalkan tapi dia aslinya baik banget dan dia enggak tau twitter gue yang ini padahal tbtb gue di tf yaallah sabarin hamba atas rasa kesal dan amarah juga terima kasih sudah kasih penawarnya dalam bntuk cowoku,happy,3
banget tapi kalo memang orgnya jago sih kalo enggak jago jatuhnya geli bukan enak,disgust,1
stres amp sedih makanlah ayam gunting,sad,5
sumpah mual,disgust,1
sampai bingung gue pulang jogja mengapai pengin begitu ada yang bisa can host cuddle slim kali slim me sama here,neutral,4
not only atz tau other groups pun overpriced i terkejut tengok pc i beli rm boleh dapat tapi dia jual rm for ‍️‍️‍️,surprise,6
tapi pak pur uang nya sudah banyak kenapa enggak kerja lain saja,neutral,4
curhat bakul soto korban koperasi bmj nabung tiap hari kini tak bisa diambil,neutral,4
gila kiel gue apresiasi ke niatan lu untuk stalk teman gua dan ngereplyin twitnya satu satulu enggak ada tugas kah cok ketawa,happy,3
katakan brengsek dan semuanya akan baikbaik saja,angry,0
makin lama makin pada najis nih cowo²,disgust,1
wkwkwk anying memang benar ternyata yang rentan duluan yang disuruh mundur padahal dari awal dia mau buat mengomong giliran balas waktu diserang langsung deh disalahin sialan,angry,0
tadi gua makan pecel tapi rasanya asem banget anying entah berapa kilo dikasih asem sama wawak itu,neutral,4
enggak mau yang sedih begitu,sad,5
astaga adek ‍‍‍,surprise,6
ai anying kesel gue,angry,0
habis batre nya hahahaah seonghyeon lucu banget,happy,3
tempeleng gas saja kepalanya menyebalkan memang lelaki tuh doyan mencari perkara tapi kita enggak boleh malah pas diimbangin kesel aneh gkjls,angry,0
hwahwa aku gila,angry,0
semakin dewasa mencari pasangan yang ganarsis low profile dewasa pola fikirny gangejar gengsi bikin ilfeel tau diri yang penting yang setara bukan yang memaksakan apalagi sok menerima apaadanya nemein dari nol sampai jadi laki enggak tau diri munafik sok kayak orang gaboleh nyenggol egony asliny sirikan,disgust,1
sekarang menonton potongan exhorizon bawaannya deg deg an kayak anak mau study tour mending enggak usah menonton dulu deh wkwkwk,neutral,4
senang banget hongjoong ketemu keshi favorit gua,happy,3
zulhas jamin pasokan pangan jemaah haji aman di tengah konflik timur tengah enggak usah khawatir,fear,2
anak anak sangat bahagia,happy,3
takut om jangan seram seram,fear,2
berat kali hari hari mu kak,neutral,4
kenapa sih ini twit soal dirty talk lewat mulu anjing geli banget bacanya,angry,0
jijik nya stop mernomalisasikan predator,disgust,1
besok aku bimbingan doain saja kalo kamu bagaimana kabarnyaa,neutral,4
gue benci banget sama tukang parkir bginian bahkan sampai lebih benci mereka daripada koruptor wajar enggak sih,angry,0
teman saya anaknya biasa masuk sekolah tak enggak ada drama nangis tapi pas ibunya hamil adiknya tiap datang ke sekolah nangis ditanya kenapa blgnya enggak tau katanya pengin nangis saja,sad,5
jijik banget sama komen komennya di ig,disgust,1
finally benaran menambah hariii pliss banget semoga kaliini secure tiketnyaaa huhu takut banget,fear,2
bahaya juga itu kalau kena,fear,2
tbtb ingat ini kenapa ketawa sendiri ya kayak dibetrayal beda sehari doang soalnya habis memuji tibatiba potong rambut,happy,3
gue sedih banget sakit hati banget,sad,5
lho belum final bukan bantahan gila betul kedaulatan negara ini berape sih harganya,angry,0
honest review gara-gara pakai hair oil sovana masker fino rontok gue jadi berkurang banget rambut juga jadi alus anjir senang banget sumpah,happy,3
aku sendiri loh iguu,neutral,4
baca ini langsung teringat bunda bunda pulang kerja cerita makan diresto terus gue marah kecil kenapa aku enggak dibeliin kok enggak bungkus buat aku terus bunda bilang begini kurang lebih bunda kesitu diteraktir teman kerja masa diteraktir tapi meminta bungkus kan enggak enak,angry,0
takut tiba tiba namping menari tor tor,fear,2
esok i start kerja baru ada dapat pape upah tak,neutral,4
aselii deh musim ini era arbeloa cuma bagus lawan city jirrr sisanya ngalur ngidul vomas vamoss jijik benar gua pelatih ya enggak cuma ngandelin vomas vamos,disgust,1
bugun asansorde kaldik panik olan arkadasimi sakinlestirmeye calistim basardim,fear,2
jijik banget aih sama cowok modelan begini seolaholah mereka tuh orang yang bikin kita bahagia padahal mah cuma penambah stres doang,happy,3
buset effort banget sampai dieditin,surprise,6
puji tuhan setelah interval poinnya bertambah terus,happy,3
wareg beernote jorok,disgust,1
aku jgaa senang sih ketemu kupu kupuu tapi kalo malam juga belum pernah ketemu,happy,3
kak turut sedih ya semoga diganti lebih banyakkk hug from a far,sad,5
aku lagi senang sampai mau nangis,happy,3
sumpah ini tontonan yang bikin mikir tapi tetap ketawa anya anggun dustin chaos idealis serius campur jadi satu malah jadi seru banget,happy,3
kalo gue bukan memalukan sih lebih ke takut orang mikir gue ngerepotin kalo bisa gue kerjain sendiri ya gue kerjain sendiri padahal gue kalo diminta bantuan sama orang justru senang sih kecuali itu orang minjem duit enggak dulu,happy,3
memakai a cover up story about why lu sad sok you had excuse tapi stay ini your room longer memakai itu memakai sense tapi them sadly this important setel lagu sedih and relate because this help tapi cry out jadi nangis sampai capek is the essence bedrotting its not ideal but itu help me,sad,5
nangis pas cucunya tau neneknya lagi sakit lantai,sad,5
bukor pulang tenggo malah bingung mau mengapai karena biasanya lembur ya,neutral,4
aku hari enih enggak kemana,neutral,4
sungguhan senang banget george ketemu eileen my two favorit,happy,3
misal nih orang tua sudah kayak pure blood pula turunan otak encer masuk spesialis eh dapat masalah baru bullying kan bangkai ya hidup sudah susah ditambah lagi ada manusia brengsek yang bikin hidup makin susah duit saja enggak cukup,angry,0
olah hari ini habis bikin konten src wv jiwoo wv carmen konten spring begitu kali ya,neutral,4
astaga bodohnye bangsa kepam tak mandi nih i kenot,surprise,6
se jijik apa ya gue di sukain sama ini orang hahaha se ganyangka itu di sukain orang yang padahal gue tadinya kuliah cuman mau hidup dengan santai ya gais,disgust,1
netflix punya hari ke hari ke hari ke hari ke bulan ke punya bulan ke antilimit akun profil bulan ke semiprivate dev bulan ke qris spay gopay,neutral,4
ceo nvidia jensen huang memperingatkan potensi ancaman serius terhadap dominasi amerika serikat as di bidang teknologi kecerdasan buatan ai baca selengkapnya sama,surprise,6
lucu tau aku ketawa terus tiap lihat dia keshoot di belakang lagi bengong,happy,3
happy birthday kak chipo semoga semua hal yang diinginkan bisa tercapai sehat selalu bahagia terus dan makin bersinar ya semoga juga kakak bisa menikmati ultah kakak ️,happy,3
murka gasi bang,angry,0
mantannya pacarku ganggu banget najis mana sampai login ke akunnya dia,disgust,1
astaga bahakan jake sendiri demi apa sumpah gue memang selalu ribut sama ship lain tapi demi allah gue enggak pernah mengetik jahat buat jake idih astaga,surprise,6
takut hape abang dibajak siapa,fear,2
gue benci banget dengar cover lagu dari ai,angry,0
kayak panik begitu ya kak,fear,2
ngeri sih cepat banget tembus juta penonton dalam hari congrats ghost ini the cell,fear,2
omg astaga dua duanya aku lewatin ril kah ini i dont really struggle with oddities karena mwreka memang kelihatan di map juga tapi chestttss,surprise,6
gue juga mau tapi pawangnya seram seram,fear,2
agak merinding ya,fear,2
iya kalau pecah ya ganti rugi gua sampai potoin pas pertama kali banget mencoba check ini nemu garis garis baret item di kaca mewah salah satu kamar yang gua tempatin itu gua foto gua rekam seluruh ruangan dan memakai sure semuanya baik baik saja khawatir gua dipermainkan,fear,2
lah brengsek ternyata baru semalem dikasih closure hari ini tbtb update lagi makan sama cewek enggak tau itu cewek siapa tapi biasanya dia kalo makan sendirian mulu paham paham anjingggg,angry,0
astaga kasar ih,surprise,6
btw juga gue kerja disana belum lama ya,neutral,4
Baru juga naruh makanan di meja ditinggal sebentar udah dimakan orang lain,angry,0
aku ingat banget pas live streaming tahun lalu kaget speechless jadi soalnya pvnya askskjsj terus di pv part capipi paling sebentar ku kira yaudalah pasti bagus eh pas dapat cardnya terus lihat kindled busehhh capiii backshot,surprise,6
sakit banget matanya astaga,surprise,6
waduh memang ganteng sih dia marah kemarin tapi lucu banget engene jalur jay marah,happy,3
temenku umur tahun putus karena cowoknya selingkuh sama janda anak anjir sudah pacaran tahun akhirnya sih cowok brengsek itu menikahi janda anak pas sudah jadi spv dibanding temenku yang sudah nemenin dia dari asu banget memang aku juga jadi ikutan trauma,sad,5
ayuh pulang esok rest day‍️,neutral,4
ya sedih banget pengin nangis sambil tidur,sad,5
jijik banget anjggg syukur ketahuannya sebelum nikah,happy,3
kaget mnjinkk,surprise,6
gue menonton ini kemarin enggak gereget lagi tapi plot wist tercengang tapi gue sudah sus sama temannya yang cowok gila ada laki obses sampai sebegitunya temannya juga,angry,0
jacob sudah di tahap marah gue sih takut ya,fear,2
eyy ayo pulang kita tidur,neutral,4
kok aku kesel ya mau mengomong banyak tapi mana nih akunnya biar sampai begitu,angry,0
demitnya ngedemit banget jujur takut lihatnya,fear,2
dia kok mau ya terima ketawaran akting kayak begini najis banget jijik lihatnya,disgust,1
berdarah darah banget sumpah war di satu waktu semua,neutral,4
astaga gantengnyaa,surprise,6
nangis kejer sampai mata ku sembab padahal hari ini pertama kali aku kerja shift malam tapi aku yang salah sudah tau sakit tetap lanjutttttt,sad,5
kenapa baru meminta maaf takut kerena sudah ketahuan ya maka nya meminta maaf,fear,2
senang kapal ku ada yang bertahan sedih ada yang karam itu,happy,3
segimanapun kalian benci jono enggak menutup fakta dia kasih kebahagiaan besar buat jini mau berubah dan jadi lembut gara dorongan dia mick pulang juga salah satu hal yang paling bikin jini bahagia caranya memang banyak enggak benar tapi dampaknya buat jini itu bagus banget,happy,3
vibesnya aneh tapi seru kayak enggak jelas tapi jelas bikin ketawa,happy,3
️ carmen ️ carmen neomu yeppo ️ rmenaa rmenaa senang banget dengernya banyak yang manggil carmen jadi ikut terharu banyak yang sayang carmen,happy,3
tadi lewat threadnya ih banget,neutral,4
ini hehehe gila,angry,0
najis banget anjing ludahin saja nih orang kalo papasan langsung,angry,0
monangisss sudah capekk di tempat kerja di rumah malah bikin tambah capekk,neutral,4
kenapasan banget ya lihat qrt gue yang ngecounter opini teman fandom lu takut banget ketahuan opininya salah selama ini,fear,2
şerif hapise girmiş adil deh esmeden bir şeyler bekliyor esme sustuğu için büyük ihtimalle bozuluyor yine deh panik yapmayın diyor belli ki çok büyük sorun olmayacak çünkü bölümde hep yan yanalardı,fear,2
kaget anjir jul gue juga,surprise,6
malah ngeri anjir,fear,2
sedih banget jujur yatuhan sudah enggak kuat lagi,sad,5
enggak itu cara jitu membujuk orang nangis,sad,5
sepertinya minggu ini ada jadwal menonton deh,neutral,4
wow sok many new products don dey o how did itu taste,surprise,6
sudah di tahap melihat postan enggak ada hee sedih tapi pas ada hee bingung,sad,5
kayaknya ada deh orang lupa cuma paling sering sama teman ku yang nanyain titid kadang dimasuki diantara paha sama kaki begitu kelas sd anjing selang berapa tahun sempat ketemu sama anaknya cuma ketawa doang kalo dinget kira kira diajakin mau enggak ya,happy,3
aku boleh makan ini enggak,neutral,4
astaga kartu pelajar maksudnya enggak fokus sorry ya,surprise,6
wow wow wow wow wow wow wow wow wow wow,surprise,6
kok sedih begini kagakk kok aman,sad,5
aku benci laki lakiiiiiiiiiiiiii,angry,0
omegat terkejut aku terheranheran min paketnya gede banget isinya juga banyak banget effort sekali huhuh ada mug sampai ofc cc pc fk juga belum lagi ganci lanyard dan jajanan terima kasih banyak ya admin semoga rezekinya lancar selalu,happy,3
wkwk lisman tolol memang tuman lo diminta bukti malah kabur najis,angry,0
